WORD_LOWER;AROUSAL_MEAN
nonne;2,3
not;3,9
notar;2,3
note;2,8
notfall;4,5
notiz;2,1
notwehr;3,8
november;2,2
nuckel;2,1
nudel;1,6
nuklear;4,0
nutzen;2,3
oase;1,7
obhut;2,1
objekt;2,3
obst;2,1
ochse;2,5
ofen;2,2
offizier;2,9
öffnen;2,2
ohnmacht;3,4
ohrfeige;4,3
omen;3,3
onkel;2,4
oper;3,1
opfer;3,9
opfern;3,3
opium;3,0
opposition;3,4
optik;2,3
optimal;2,7
optimist;2,8
orakel;2,8
orchidee;2,1
orden;2,4
ordner;2,1
ordnung;2,9
organ;2,7
orgel;2,5
orgie;4,2
orkan;4,2
osten;2,4
osterei;2,0
ostern;2,1
ozean;2,7
paar;1,9
paddel;2,6
paket;2,7
pakt;3,6
palast;2,6
palme;1,8
panda;2,6
panik;4,6
panisch;4,2
panne;3,6
panorama;1,9
panther;3,2
panzer;4,2
papa;2,5
papagei;3,2
pappe;1,9
paprika;1,9
papst;2,8
paradies;2,3
paradox;2,9
parasit;3,8
parfum;3,0
parfüm;3,0
paris;2,6
park;1,8
parlament;2,8
parole;3,1
partei;2,6
partisan;2,7
partner;2,5
party;3,7
passion;3,1
passiv;1,5
paste;1,9
pastor;2,2
pater;2,2
patient;2,8
pause;1,4
pech;3,3
pedal;2,3
pedant;3,4
pegel;2,5
pein;3,7
peiniger;4,1
peinlich;3,7
peitsche;3,7
pelz;2,6
pendel;1,9
pensum;2,7
perfekt;3,2
perle;2,4
perser;2,7
person;2,1
pervers;3,6
pest;4,0
pfaffe;2,3
pfanne;1,8
pfarrer;2,4
pfau;2,6
pfeife;2,5
pfeil;3,1
pferd;3,1
pfiffig;2,4
pflaster;2,9
pflege;2,0
pflegen;2,7
pflicht;2,8
pfote;2,7
phase;2,4
phonem;2,1
photo;2,5
pilger;2,3
pille;3,5
pilot;2,6
pilz;2,7
pinsel;2,0
pinzette;2,4
piranha;4,0
pirat;3,9
piste;2,6
pistole;3,9
pizzeria;2,5
plage;3,3
plagen;3,3
plagiat;2,5
plakat;2,5
plan;2,6
planet;2,4
planlos;2,5
plantage;2,3
planvoll;2,2
plappern;3,2
platin;2,5
platte;2,4
platz;2,1
platzen;3,6
plaudern;2,2
pleite;3,7
po;3,7
pochen;2,6
poesie;2,3
pointe;3,2
pokal;2,7
poker;3,2
politik;3,0
polizei;3,2
polizist;3,6
polygam;2,2
pony;2,8
porree;1,9
portal;2,1
porto;1,8
portwein;2,2
positiv;2,6
potenz;3,6
pracht;3,2
prahlen;3,3
praline;2,4
pranger;3,9
pranke;2,7
präsident;3,0
präsidium;2,2
prater;2,5
predigen;2,5
preis;2,6
prellung;3,3
premiere;3,2
presse;3,2
prima;2,6
primitiv;2,4
prinzessin;3,5
privileg;3,0
probe;2,4
problem;3,2
produktion;2,4
professor;2,6
profi;3,0
profil;2,7
profit;3,1
prognose;2,9
programm;2,4
promille;3,4
prosten;2,7
protest;3,7
protzen;3,5
prozent;2,3
prunk;2,1
psyche;3,3
psychose;4,7
pudel;1,8
puder;1,9
pullover;1,8
pulver;2,8
pumpe;2,2
punkt;1,9
puppe;2,0
purpur;2,7
puste;2,8
putzen;2,2
putzig;2,2
quader;1,9
qual;4,1
qualität;2,3
quelle;2,1
quote;2,1
rabatt;2,2
rabe;3,1
rache;4,2
rachen;2,2
radar;2,9
radau;3,6
radikale;3,8
rahmen;1,8
rakete;3,5
rampe;2,7
ramsch;2,1
rasierer;2,3
rasse;3,4
rast;1,9
rasthaus;2,2
rastlos;3,2
ratlos;2,9
ratte;2,7
raub;3,9
raubtier;3,9
rauchen;3,2
raucher;2,9
raum;2,1
raupe;2,2
rausch;3,5
razzia;3,7
realität;2,8
rebell;4,0
rechen;2,7
rechnen;2,6
rechnung;3,1
rede;2,6
redner;2,4
redselig;2,5
referat;3,3
reform;3,0
regal;2,0
regel;2,5
regen;2,1
regent;2,9
regentag;3,3
regieren;2,9
regierung;2,8
regler;2,4
reglos;2,2
regnen;1,7
regung;3,0
reiberei;3,5
reich;3,0
reichen;1,8
reichtum;3,4
reife;1,7
reigen;2,1
reihe;1,9
reiher;2,1
reinfall;3,3
reinheit;2,1
reise;3,3
reisen;3,1
reißen;2,1
reiter;2,6
reiz;3,4
reizen;3,8
reizvoll;3,3
rekord;3,5
rekrut;2,4
rektor;2,7
religion;2,4
rennen;2,7
renner;2,3
rente;2,4
republik;2,4
retten;3,6
retter;3,6
reue;2,9
revier;2,6
revolution;4,0
revolver;4,1
rheuma;3,0
richten;2,8
richter;3,5
riese;3,1
rinde;1,9
ring;2,8
riskant;3,7
ritter;3,0
ritze;2,5
rivale;4,1
rivalin;3,9
robbe;1,9
robust;2,5
rock;2,8
roggen;1,8
rolle;2,1
roman;1,9
romanze;3,6
rose;1,8
rosten;2,6
rotwein;2,5
rubin;2,6
rückkehr;3,1
rücklage;2,1
rücksicht;2,7
rudel;2,3
ruder;2,4
rufen;2,7
ruhe;1,7
ruhelos;2,6
ruhig;1,6
ruhm;2,9
ruhmlos;2,1
ruin;4,1
ruine;2,6
rummel;3,4
rumoren;2,7
runde;1,8
russe;3,1
rüssel;2,4
rutsche;3,3
rutschig;3,1
sabbern;2,7
sabotage;3,7
saboteur;4,1
sache;2,2
sachlich;1,5
sadismus;4,1
safari;3,2
saftig;2,5
säge;3,0
sagen;2,2
sahne;2,0
salat;1,7
salbe;2,2
salzig;3,0
samstag;2,3
sand;1,7
sandale;2,1
sandwich;2,2
sanft;1,8
sanktion;3,2
saphir;3,1
sarg;4,0
satan;4,3
satire;3,4
satt;2,1
satz;1,9
sauber;2,1
sauer;3,5
saufen;2,9
sauna;2,0
saxophon;2,9
schabe;3,3
schaden;3,4
schaf;1,7
schaffen;2,8
schaffung;2,5
schal;2,0
schale;1,5
scham;3,7
schande;3,8
scharf;4,1
schatten;2,4
schattig;2,0
schatz;3,5
schätzen;2,1
schauder;4,1
schauer;2,7
schaukel;2,9
schaurig;3,7
scheich;2,4
scheiden;3,2
scheitern;3,7
schelm;2,5
schelte;3,4
schenken;3,0
schere;2,5
scherz;3,3
scherzen;2,8
scheu;1,9
scheusal;3,7
schicksal;3,0
schieben;2,2
schielen;2,1
schießen;3,9
schiff;2,6
schikane;4,1
schildern;2,2
schiller;2,6
schimmel;3,3
schimmer;2,4
schimpf;3,2
schinden;3,2
schirm;2,4
schlacht;3,9
schlaf;1,1
schlafen;1,6
schlaff;2,3
schlag;3,6
schlagen;3,9
schlager;2,4
schlampe;4,1
schlapp;1,7
schlau;2,7
schlecht;3,8
schleim;3,5
schlicht;1,7
schließen;2,3
schlimm;3,7
schlinge;3,0
schloss;2,7
schlucht;3,6
schmerz;4,2
schminke;2,4
schmuck;2,6
schmutz;2,9
schnaps;2,9
schnecke;2,2
schnee;2,1
schock;4,3
schocken;4,0
schonung;1,7
schrank;1,8
schraube;1,9
schreck;4,2
schrei;4,4
schreiben;2,6
schreien;3,7
schrill;3,5
schritt;2,3
schroff;3,3
schrott;3,0
schuft;3,5
schuften;3,5
schuh;2,1
schuld;3,6
schulden;3,5
schule;2,7
schurke;3,3
schürze;2,1
schutt;2,8
schütteln;3,2
schutz;1,9
schützen;2,5
schwach;2,6
schwäche;2,9
schwamm;2,0
schwan;2,3
schwarz;1,9
schweben;2,2
schweigen;1,7
schwein;2,8
schwert;3,6
schwester;1,9
schwur;3,4
see;2,1
seekrank;3,3
seele;2,4
seenot;4,1
seereise;2,6
seerose;1,3
segel;1,9
segeln;1,8
segen;1,6
segnen;1,9
sehen;2,3
seher;2,8
sehne;2,4
sehnen;3,3
seide;1,5
seife;1,5
seil;2,2
seite;1,9
sekt;2,5
sekte;4,3
seltsam;2,4
senat;2,5
senken;2,0
sense;2,4
sensibel;2,4
serbe;3,2
sessel;1,8
setzen;2,0
seuche;4,3
seufzen;2,5
sex;4,3
sichel;2,5
sicherheit;2,9
sichern;2,5
sicherung;2,5
sieb;1,8
sieben;2,2
sieg;3,7
siegel;2,5
siegen;3,5
sieger;3,8
siesta;1,5
silbe;1,7
silber;2,5
silbern;2,4
simpel;2,3
sinfonie;2,2
singen;3,5
sinken;3,3
sinn;2,2
sinnlich;3,2
sinnvoll;1,9
sintflut;4,0
sippe;2,4
sirup;2,3
sitte;2,6
sittsam;1,9
situation;2,8
situiert;1,9
sitzen;2,0
sitzung;2,1
skalpell;3,7
skandal;3,5
skat;2,0
skelett;3,3
skepsis;3,2
sklave;4,3
sklavin;3,9
skorpion;3,2
skrupel;3,3
smaragd;2,9
snob;3,1
sodom;3,5
sofa;1,6
sohle;1,8
sohn;2,0
soldat;3,9
solist;2,5
sollen;3,0
sommer;2,2
sonnabend;2,9
sonne;2,9
sonnen;1,6
sonnig;2,4
sonntag;1,9
sorge;3,3
sorgen;3,1
sorgfalt;2,2
sorglos;2,5
sorte;2,0
souvenir;1,9
sozialist;3,1
spalten;2,8
spannend;3,8
spannung;3,3
sparen;2,3
spargel;2,4
sparsam;2,7
spaß;3,6
spende;2,9
spenden;2,2
spesen;2,7
spezial;1,9
speziell;2,6
spicken;3,0
spiegel;2,4
spiel;2,4
spielen;3,1
spinne;3,6
spinnen;2,9
spinner;3,4
spion;3,7
spionage;3,4
spitzel;4,0
spontan;3,3
sport;3,1
spott;3,6
sprache;2,6
sprechen;2,5
sprengen;3,7
spritze;3,4
spritzig;3,1
sprung;3,3
spucken;2,9
spuk;2,8
spuken;3,2
spule;2,1
spüren;2,5
spurlos;3,1
staat;2,9
stabil;1,8
stachlig;2,9
stamm;1,7
stammeln;3,2
stapeln;2,3
stark;3,6
stärke;3,0
stärken;2,2
starr;2,3
starre;3,2
starren;2,9
stau;3,3
staub;2,1
stauchen;2,3
staunen;3,1
steak;2,7
stechen;3,6
steg;2,3
stehen;2,1
stehlen;3,6
steif;2,6
steigen;2,0
steigern;2,8
steigerung;2,9
steil;3,4
stein;2,0
stelle;2,2
stellen;1,9
stelze;2,6
stempel;2,0
sterben;4,1
stereo;2,7
steril;2,4
stern;2,4
steuer;2,8
stich;3,6
sticheln;2,8
stiefel;2,2
stier;3,4
still;1,3
stilvoll;2,9
stimmung;2,6
stinken;3,4
stoisch;2,4
stolpern;3,2
stolz;3,3
storch;2,5
stören;3,4
stoßen;1,9
stottern;2,8
strafbar;3,7
strafe;3,8
strafen;3,4
straftat;4,0
strahlen;2,6
strand;1,7
strapaze;3,5
straße;2,2
strauß;2,4
strebsam;2,2
streich;2,9
streichen;2,3
streik;3,8
streit;4,0
streng;3,5
strumpf;1,6
stube;1,9
studieren;2,8
stufe;2,2
stuhl;1,8
stumm;1,5
stunde;2,1
stur;3,2
sturm;4,1
sturz;3,8
stürzen;3,4
stute;2,3
stützen;2,0
suche;3,2
suchen;2,8
sucht;4,0
sumpf;2,2
super;3,4
suppe;2,2
symptom;3,3
szene;3,8
tabak;2,7
tablett;1,9
tablette;2,7
tabu;3,5
tadel;3,5
tadellos;2,4
tadeln;3,6
tafel;1,9
tag;2,1
tagung;1,9
taifun;3,9
taktik;2,7
taktvoll;1,8
talent;3,0
taler;2,0
tampon;2,2
tandem;3,0
tanne;1,6
tante;1,9
tanzen;3,1
tapfer;3,1
tarif;2,4
tarnen;2,5
tarnung;3,2
tasche;2,3
tasse;1,8
taste;2,1
tat;3,0
tätigkeit;2,8
tatort;3,4
tatsache;2,5
taub;3,1
taube;1,9
tauchen;2,7
taufe;2,4
taumel;3,2
taumeln;2,9
teddy;1,9
teil;1,9
teilen;2,5
teilnahme;2,4
telefon;2,7
teller;1,6
tempel;2,2
tempo;3,5
tendenz;2,5
tenor;2,2
teppich;1,8
terror;4,5
test;3,0
testen;2,8
teuer;3,4
teufel;3,5
theater;3,7
theke;2,5
thema;2,2
therapie;3,1
thriller;3,7
thron;2,7
tiefe;3,3
tier;2,6
tiger;3,4
tinte;2,1
tisch;1,8
titel;1,9
toast;2,4
toaster;1,7
toben;3,6
tochter;2,3
tod;4,1
todfeind;4,5
toilette;2,4
tolerant;2,3
toleranz;2,6
toll;3,1
tomate;2,2
ton;2,5
tonfall;2,9
tonlos;1,6
tonne;2,2
topfit;3,6
torheit;3,1
torkeln;3,0
torpedo;3,5
torte;2,5
tortur;4,1
tot;4,2
tote;4,2
töten;4,4
tourist;2,2
toxisch;3,6
tracht;1,7
trachten;3,3
tradition;2,4
trage;2,6
tragen;1,9
tragik;3,7
tragisch;3,8
traktor;2,8
trampel;3,0
trance;2,6
träne;3,8
traube;1,6
trauer;3,6
trauern;3,1
traum;2,0
trauma;4,4
traurig;2,8
trauring;2,9
trauung;2,9
treffen;2,7
treffer;3,1
treiben;2,8
trend;2,7
trennen;3,6
trennung;4,3
treppe;2,4
tresor;2,9
treten;2,6
treu;2,3
treue;2,6
treulos;2,4
triangel;2,1
trieb;4,1
triefen;2,3
trinken;2,5
trist;2,7
tritt;2,8
triumph;3,9
trommel;3,2
tropen;2,8
tropfen;2,1
tropisch;2,9
trost;2,2
trostlos;3,3
trotz;3,0
trotzig;3,3
trug;2,8
truhe;2,1
trunken;2,9
truppe;3,3
tugend;2,4
tulpe;1,6
tumor;4,5
tumult;4,0
tunnel;2,2
turban;2,4
turm;2,6
tuscheln;3,0
typhus;3,4
tyrann;3,8
übel;3,6
übelkeit;3,2
üben;2,5
überfall;4,0
übergeben;2,2
übergehen;2,5
überlegen;2,1
übermut;3,7
übernahme;2,4
übersehen;1,8
überwinden;2,8
überzeugen;3,0
uferlos;2,7
uhr;1,8
umarmen;2,7
umbruch;3,5
umfang;2,4
umringen;2,8
umsatz;2,7
umsicht;1,8
umsonst;1,9
umsorgen;2,3
umsturz;3,1
umtrunk;2,8
umweg;3,1
unart;3,1
unbefugt;3,1
unbequem;3,1
undank;3,1
unding;2,8
unfair;2,9
unfall;4,2
unfriede;3,3
unfug;3,4
ungeahnt;2,8
ungeduld;3,4
ungeheuer;3,4
ungesund;2,4
ungnade;3,3
unheil;4,5
unkosten;3,0
unkraut;1,9
unlust;2,7
unmensch;3,9
unmut;3,1
unnahbar;1,9
unrat;2,6
unrecht;4,0
unruh;3,6
unruhe;3,4
unschuld;2,6
unsinn;3,4
untat;3,3
untergang;3,9
unterton;2,9
untier;3,5
untreue;4,3
unwesen;3,3
unwetter;3,8
urlaub;2,6
urlauber;2,4
urne;2,9
urteil;3,2
urwald;2,6
vampir;3,7
vanille;2,3
vater;2,7
vaterland;2,4
vehemenz;3,6
veilchen;2,0
ventil;2,6
venus;3,0
veranda;1,8
verändern;2,8
verarmen;3,7
verband;3,0
verbessern;2,9
verbieten;3,2
verbinden;2,5
verbot;3,3
verboten;3,5
verbrechen;3,6
verdacht;3,5
verdanken;2,6
verderb;3,5
verdienen;3,1
verdienst;3,1
verdreht;2,3
verehrer;3,9
verenden;3,7
verfahren;2,6
verfall;3,5
verfassung;3,0
verflixt;3,5
verfolgen;3,7
verfügen;2,4
verfügung;1,9
vergasen;4,0
vergeben;2,4
vergehen;3,1
vergessen;2,9
verhaften;4,1
verhältnis;3,1
verhindern;2,2
verirren;3,5
verkaufen;2,4
verkehr;3,2
verlangen;3,2
verlassen;3,2
verlaufen;3,0
verlegen;2,2
verleihen;2,1
verletzen;4,0
verletzt;3,9
verletzung;3,6
verlieren;3,0
verlies;3,4
verloben;2,4
verlogen;3,5
verlust;3,5
vermeiden;2,1
vermieten;2,5
vermögen;2,9
vermuten;2,3
vernichten;3,5
vernunft;2,6
verrat;4,0
verraten;3,9
verruf;3,6
versagen;3,5
versager;3,5
versehen;2,5
versetzen;2,6
versichern;1,9
versorgung;2,6
verstand;2,7
verstärken;2,6
versteck;3,1
verstehen;2,8
versuch;2,6
verteilen;1,9
vertrag;2,7
vertrauen;3,5
vertraut;1,6
vertreten;2,1
vertreter;2,1
verwaist;2,7
verwaltung;2,5
verwandeln;2,4
verwandt;1,9
verwegen;3,8
verweigern;3,0
verweint;2,6
verweis;3,0
verweisen;2,4
verwesen;3,1
verzehr;2,4
verzicht;2,9
verzichten;2,6
veto;2,7
villa;2,6
virus;4,1
visum;2,9
vital;2,9
vitamin;2,2
vogel;2,4
volk;2,3
vollmond;2,4
vollziehen;2,3
vorbau;2,4
vorbild;2,8
voreilig;2,8
vorfall;3,1
vorhaben;2,8
vorkommen;2,1
vorliebe;2,4
vormund;2,2
vornehm;2,3
vornehmen;2,5
vorrat;2,1
vorschlag;2,9
vorsicht;4,1
vorsorge;2,2
vorspiel;4,1
vorstand;2,1
vorstellen;2,5
vorteil;2,8
vortrag;2,3
vorwand;3,0
vorwurf;3,4
vorzug;2,5
vulkan;3,7
waage;2,2
wabe;2,4
wache;2,3
wachsam;3,4
wachsen;2,3
wachstum;2,6
waffe;4,2
waffel;2,3
wagemut;3,3
wagen;2,1
wagnis;3,9
wahl;2,8
wählen;2,6
wahllos;2,7
wahn;3,8
wahnsinn;4,1
wahren;2,0
wahrheit;3,0
waise;3,1
wald;2,2
walnuss;1,9
walzer;2,3
wand;1,9
wandern;2,3
wange;1,7
wanne;1,7
wanze;3,4
warm;2,2
warnen;4,0
warnung;3,6
warterei;2,8
warze;3,1
wasser;1,8
watte;1,7
weber;1,7
wecken;2,9
wecker;3,6
weg;2,7
wegjagen;4,1
wehklage;3,4
wehmut;3,5
wehr;2,4
wehren;3,8
wehrlos;3,9
weiblich;2,9
weich;1,4
weichen;2,0
weide;1,6
weigern;3,6
wein;2,3
weinen;3,8
weise;2,1
weisen;2,2
weisheit;2,2
weit;2,3
weite;2,2
welken;2,4
welle;3,1
welpe;2,0
welt;2,9
weltall;3,3
weltfern;2,2
weltkrieg;4,6
weltruhm;3,7
wenden;2,1
wenig;1,5
werbung;2,9
werfen;1,9
werk;2,5
wert;2,5
wertlos;2,4
wertvoll;2,6
werwolf;3,8
wespe;3,5
weste;1,9
wetten;3,1
whisky;2,7
widerstand;3,2
widmen;2,1
wiege;1,3
wiese;1,4
wille;3,3
willen;2,9
wind;2,3
winseln;2,6
winter;2,1
wippe;2,8
wirken;2,5
wirkung;2,4
wirrnis;3,4
wissen;2,7
witwe;3,3
witwer;2,9
woche;1,9
wochenende;3,7
wodka;3,0
wohltat;1,8
wohnen;2,0
wohnheim;2,5
wohnung;2,0
wolke;1,9
wolle;2,0
wollen;2,5
wollust;3,7
wonne;2,3
wort;2,0
wortkarg;1,6
wuchern;3,5
wucht;4,1
wunde;3,9
wunder;3,6
wundern;2,8
wunsch;2,5
wünschen;3,3
würdigen;2,9
würfel;2,8
wurm;2,7
wurst;2,5
yacht;2,6
zaghaft;1,5
zahl;2,2
zahlen;2,4
zählen;1,9
zahlung;3,0
zahm;1,4
zahn;2,7
zahnarzt;4,1
zange;2,1
zank;3,4
zäpfchen;3,7
zart;2,2
zauber;3,6
zauberei;3,4
zauberer;3,5
zaubern;2,6
zaudern;2,5
zebra;2,8
zeche;2,4
zeigen;2,2
zeitlos;2,2
zeitnot;3,6
zeitung;2,6
zelle;3,2
zensur;3,7
zerfall;3,3
zerlegen;2,7
zerlumpt;2,9
zerrung;3,4
zerstören;3,9
zettel;2,1
zeuge;2,7
zeugin;3,4
zeugnis;3,4
ziege;2,0
ziegel;2,1
ziehen;1,8
ziel;3,1
ziellos;3,0
zierlich;1,9
zigarette;3,2
zigarre;2,6
zimmer;1,7
zins;2,7
zirkus;2,9
zitat;2,5
zitrone;2,8
zittern;3,6
zögern;2,8
zoll;2,4
zopf;2,2
zorn;4,1
zornig;4,2
zufall;2,5
zuflucht;2,8
zugabe;2,9
zugeben;2,3
zuhause;1,9
zujubeln;3,2
zukunft;3,7
zulassen;2,8
zunehmen;3,2
zunge;2,9
zusage;2,6
zustand;2,2
zustimmen;2,5
zustimmung;2,5
zwang;4,2
zwanglos;2,4
zweck;2,2
zwecklos;2,2
zweifel;3,1
zwieback;1,8
zwiebel;2,8
zwingen;3,8
zwist;3,9
zylinder;2,1
zynismus;3,8
misshandlung;7,65
aktivieren;5,75
bewundert;5,40
anbetungswürdig;5,55
zuneigung;4,20
ängstlich;6,05
aggressiv;7,32
entfernt;4,95
krankenwagen;6,30
verärgert;6,40
verängstigt;6,00
ärgern;5,95
gespannt;6,05
beweglichkeit;5,65
erregt;7,40
arrogant;6,50
ermorden;7,50
erstaunt;5,90
schönheit;5,00
bettler;5,00
erpressung;6,95
blasiert;4,70
blind;4,50
blühen;3,80
gewagt;5,60
gelangweilt;3,05
schüssel;3,70
häschen;3,55
belastet;5,40
beerdigung;6,90
schmetterling;3,40
krebs;6,75
fähig;4,15
liebkosung;5,10
stadt;4,85
kleidung;3,85
komödie;5,15
konzentriert;4,15
überzeugt;4,75
wirr;6,05
getröstet;4,25
geringschätzung;6,05
kontext;3,75
kontrollierend;5,80
häuschen;3,45
gemütlich;2,70
kreuzigen;7,40
platt;3,80
neugierig;5,45
brauch;3,65
süß;4,70
wirbelsturm;7,00
verwesung;6,40
besiegt;5,25
aufmüpfig;5,65
dämon;6,25
deprimiert;5,95
depression;6,05
deserteur;6,00
verzweifelt;6,65
verachten;6,50
unparteiisch;4,40
gewidmet;4,45
würdevoll;3,95
enttäuschen;5,70
desaster;6,75
niedergeschlagen;4,90
eingebildet;5,85
angeekelt;6,25
illoyal;5,80
missfallen;5,20
trübsinnig;4,65
scheidung;6,15
tür;3,75
grässlich;6,65
kleid;4,55
duldsam;3,95
euphorisch;6,60
elegant;4,55
mühsam;5,20
umkämpft;6,20
engagiert;5,35
langeweile;3,20
anstellung;4,20
wütend;7,15
erledigung;4,65
exzellenz;4,80
begeisterung;6,10
ausrede;5,35
hinrichtung;7,10
übung;4,35
faszinieren;6,00
erschöpft;4,45
furchtsam;6,15
wabbelig;5,05
stinkend;6,35
frei;5,80
frustriert;6,35
begräbnis;5,85
wundbrand;6,55
gletscher;4,15
glamour;4,50
pessimismus;4,90
graduiert;5,05
grün;3,05
guillotine;7,00
schuldig;6,70
glücklich;4,40
hass;7,75
kopfschmerz;6,15
verstecken;5,30
heim;3,45
hoffnungsvoll;5,20
krankenhaus;5,74
feindlich;6,37
umarmung;4,85
hungrig;5,45
impotent;6,10
beeindruckt;5,50
infektion;6,95
unsicher;5,40
dreist;6,40
inspirieren;4,85
inspiriert;5,80
irritieren;5,95
eifersucht;7,15
marmelade;3,50
jubilant;4,65
gerechtigkeit;5,20
kerosin;5,55
liebenswürdigkeit;4,85
könig;4,85
kuss;6,50
gemächlich;2,45
läuse;6,05
teilnahmslos;4,10
einsamkeit;5,45
laus;5,60
geliebt;5,40
ein glückspilz sein;5,05
köstlich;5,15
made;5,75
bösartigkeit;7,25
meisterhaft;5,60
masern;6,15
demütig;5,35
bedrohung;7,05
kräftig;5,00
schimmelpilz;6,15
millionär;5,65
moment;4,70
krankhaft;6,10
leichenschauhaus;6,75
berg;3,55
muskulös;5,75
verstümmeln;7,60
nektar;3,80
lässig;3,10
orchester;4,55
papier;3,25
leidenschaft;7,00
patent;4,05
bleistift;3,60
vollkommenheit;4,25
pflanze;2,85
höflichkeit;3,20
verschmutzen;5,85
mächtig;5,75
privatheit;3,70
gewinne;5,50
behütet;3,25
verdorben;6,30
wut;6,95
radio;4,45
regenbogen;3,40
vergewaltigung;7,85
rassel;5,50
erfrischung;5,65
reuig;4,50
zurückgewiesen;6,50
entspannt;2,30
bedauernd;5,20
rettung;5,85
reserviert;3,95
respekt;5,45
ehrfürchtig;4,85
ehrerbietig;5,10
revolte;7,20
belohnung;4,60
aufruhr;7,00
fluss;3,60
romantisch;3,80
verfault;5,85
unerzogen;5,90
oxidiert;4,75
salut;4,40
zufrieden;4,05
gelehrter;4,20
verachtung;6,85
verächtlich;6,63
abschaum;7,00
skorbut;5,80
sitz;3,80
egoistisch;6,35
beschämt;5,90
beschützt;4,05
schamhaft;6,10
sünde;7,45
sündig;6,50
memme;5,85
skeptisch;5,55
slum;6,65
pocken;5,74
ehemann;4,60
quadrat;3,60
aufgeschreckt;6,65
krach;6,90
stress;6,55
dumm;4,85
kleinlaut;4,55
ersticken;7,60
selbstmord;7,60
morgendämmerung;3,40
sonnenuntergang;3,85
überrascht;6,20
verdächtig;6,15
verlobter;4,65
syphilis;6,50
angespannt;6,20
termite;5,15
schrecklich;6,40
theorie;4,40
dorn;5,50
rücksichtsvoll;3,65
erschaudern;6,30
zeit;4,30
schüchtern;4,65
zahnschmerzen;6,50
tornado;7,60
giftig;6,70
tragödie;6,15
verräter;7,30
triumphierend;5,65
trophäe;5,15
trompete;5,40
hässlich;5,95
geschwür;7,05
untreu;7,20
unglücklich;5,65
unbeschwert;3,95
verstimmt;5,15
nützlich;4,10
nutzlos;5,30
verliebt;6,10
vandale;6,25
eitelkeit;5,35
fahrzeug;4,35
energisch;6,55
dorf;3,55
gewalttätig;7,45
sehkraft;4,45
erbrochenes;7,50
wärme;3,50
verschwendung;6,50
wasserfall;5,05
wohlhabend;4,11
müde;3,15
bösartig;7,00
astronaut;5,60
schokolade;3,89
tänzer;5,55
sehnsucht;5,75
abendessen;3,75
taucher;3,68
hund;4,05
erotisch;6,65
feuerwerk;6,20
turner;5,05
verblendung;6,35
kätzchen;3,65
draußen;4,65
crèpe;4,45
nudeln;3,50
pizza;4,25
kaninchen;3,60
rutschbahn;5,30
segelboot;4,10
sexy;6,70
sprungschanze;5,20
wolken;2,70
straps;5,30
golfer;3,65
falke;5,05
krankenschwester;4,50
tennis;4,25
bus;3,95
weiß;3,55
blau;3,25
gelb;3,90
erwachsen;3,60
gebäude;2,95
auto;4,35
computer;4,30
kuh;3,40
schaufel;4,60
bauernhof;3,30
feld;2,95
landstraße;3,35
hydrant;4,45
eisen;4,50
glühlampe;3,35
champignon;3,85
rot;6,45
firmament;3,45
wolkenkratzer;5,30
schwimmer;4,55
lastwagen;4,65
regenschirm;3,90
drogenabhängiger;7,25
alkoholiker;7,00
bienen;5,05
boxer;5,74
verbrennung;6,95
dreckig;6,25
ertrinken;6,85
lesbe;5,45
masturbieren;6,50
eiter;6,70
erschrocken;6,55
schädel;5,40
schlange;5,85
ausgehungert;5,70
chirurgie;6,50
terrorist;7,95
müll;5,25
harn;4,55
wunden;6,35
entführung;7,00
abtreibung;6,90
überfluss;5,20
ass;4,80
beschwerden;6,05
süchtig;6,55
abenteuer;6,45
außerirdisch;5,85
alimente;4,90
allergie;6,35
gasse;4,45
knöchel;3,95
haushaltsgerät;3,80
arm;3,90
sportarten;4,05
backen;3,21
fass;3,45
badewanne;3,10
wunderschön;4,85
trauerfall;5,95
getränk;4,45
fade;3,45
blasphemie;5,00
blond;4,60
geheule;6,40
körper;5,00
brise;3,05
hell;4,80
kaputt;5,53
gewehrkugel;6,50
wichtigtuer;5,85
stock;4,20
champion;6,25
kinn;3,55
weihnachten;5,45
ungeschickt;5,00
grob;5,70
münze;3,55
kalt;5,45
säule;3,15
koch;4,60
korken;4,60
ecke;4,05
kriminell;6,85
rüde;5,35
küche;3,50
gardine;3,80
schnitt;5,40
dunkel;4,30
dämmerung;4,30
morgenröte;3,10
blendung;5,00
schmücken;5,11
unförmig;4,30
verspätet;5,15
verwahrlost;6,55
zerstörung;7,00
unbequemlichkeit;5,65
dollar;4,50
düster;4,90
schaufensterpuppe;3,50
müllkippe;5,25
einfach;3,35
ei;3,15
ellbogen;4,20
fahrstuhl;4,70
ereignis;5,55
böse;6,65
stoff;3,90
falsch;6,95
berühmt;5,35
phantasie;5,00
schaum;4,20
fuß;3,40
eiskalt;6,05
kleidungsstück;3,55
geschlecht;4,70
keime;5,95
gut;4,75
klatsch;5,45
grüßen;4,50
beschwerde;6,70
gewohnheit;3,30
haarnadel;3,70
hamburger;4,30
zufällig;4,50
hart;5,90
bedrängnisse;6,95
hut;3,50
heu;3,25
scheinwerfer;5,05
heilen;4,40
hölle;6,45
heroin;7,26
erschweren;5,95
nutte;6,30
demütigen;6,60
hurrikan;7,35
kühlschrank;3,60
idee;5,70
